Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,735,Department_Research & Development,Distance_Xa,4,Other,3,Male,86,2,2,JobRole_Research Scientist,4,Married,Income_Trung bình,5k-10k,26496,1,Yes,15,3,2,0,16,3,3,Tenure_Lão làng,10,6,11.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,937,Department_Sales,Distance_Gần,3,Marketing,1,Male,32,3,3,JobRole_Sales Executive,4,Single,Income_Cao,5k-10k,6770,1,No,21,4,1,0,14,3,2,Tenure_Lão làng,8,2,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1239,Department_Sales,Distance_Vừa,4,Medical,4,Male,39,3,3,JobRole_Sales Executive,3,Divorced,Income_Cao,5k-10k,22914,1,No,18,3,3,1,9,2,2,Tenure_Lão làng,7,1,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,704,Department_Sales,Distance_Xa,3,Marketing,4,Female,95,2,2,JobRole_Sales Executive,3,Married,Income_Cao,5k-10k,8978,1,No,21,4,4,2,8,2,3,Tenure_Lão làng,7,1,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_TravelRarely,628,Department_Research & Development,Distance_Gần,3,Medical,2,Male,82,4,2,JobRole_Laboratory Technician,3,Married,Income_Trung bình,Upto 5k,10228,2,No,12,3,1,0,6,3,4,Tenure_Gắn bó,3,1,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,809,Department_Research & Development,Distance_Vừa,3,Medical,1,Male,84,4,1,JobRole_Laboratory Technician,2,Married,Income_Thấp,Upto 5k,16479,0,No,13,3,3,1,6,5,3,Tenure_Gắn bó,4,0,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,890,Department_Sales,Distance_Gần,3,Marketing,4,Female,97,3,1,JobRole_Sales Representative,4,Married,Income_Thấp,Upto 5k,9687,1,No,13,3,1,0,2,3,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,464,Department_Research & Development,Distance_Gần,2,Other,3,Male,75,3,1,JobRole_Laboratory Technician,4,Divorced,Income_Thấp,Upto 5k,10910,1,No,12,3,3,1,1,3,3,Tenure_Mới,0,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1229,Department_Research & Development,Distance_Gần,1,Life Sciences,4,Male,36,4,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,4892,1,No,19,3,4,0,1,2,3,Tenure_Mới,0,0,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,1097,Department_Research & Development,Distance_Vừa,2,Medical,3,Male,79,2,3,JobRole_Healthcare Representative,1,Married,Income_Cao,5k-10k,8302,2,Yes,13,3,3,1,10,3,3,Tenure_Gắn bó,0,2,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,853,Department_Sales,Distance_Vừa,5,Life Sciences,2,Male,71,3,3,JobRole_Sales Executive,1,Married,Income_Cao,5k-10k,11031,1,No,22,4,4,1,9,3,2,Tenure_Lão làng,8,1,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1142,Department_Research & Development,Distance_Xa,4,Medical,3,Female,30,3,1,JobRole_Laboratory Technician,1,Married,Income_Trung bình,Upto 5k,16002,3,Yes,15,3,3,1,4,3,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,664,Department_Research & Development,Distance_Gần,3,Medical,2,Male,79,3,1,JobRole_Research Scientist,1,Married,Income_Thấp,Upto 5k,5868,4,No,13,3,4,1,5,2,2,Tenure_Mới,2,1,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1214,Department_Research & Development,Distance_Gần,3,Medical,2,Male,30,2,1,JobRole_Research Scientist,3,Single,Income_Thấp,Upto 5k,26278,1,No,18,3,1,0,6,3,3,Tenure_Gắn bó,4,0,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,662,Department_Sales,Distance_Gần,5,Marketing,3,Male,94,3,3,JobRole_Sales Executive,2,Married,Income_Cao,5k-10k,11439,1,No,13,3,1,2,10,3,3,Tenure_Lão làng,8,0,6.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,556,Department_Research & Development,Distance_Xa,2,Life Sciences,2,Male,50,2,2,JobRole_Manufacturing Director,3,Married,Income_Trung bình,5k-10k,15497,3,Yes,13,3,1,0,8,1,3,Tenure_Mới,0,0,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,138,Department_Research & Development,Distance_Gần,3,Medical,2,Female,37,3,2,JobRole_Laboratory Technician,2,Single,Income_Trung bình,Upto 5k,15986,5,No,11,3,4,0,10,5,3,Tenure_Gắn bó,2,1,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,944,Department_Sales,Distance_Gần,3,Marketing,3,Female,92,3,3,JobRole_Sales Executive,3,Single,Income_Cao,5k-10k,9096,1,No,14,3,1,0,10,3,4,Tenure_Lão làng,7,0,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1315,Department_Research & Development,Distance_Xa,3,Life Sciences,2,Female,71,4,3,JobRole_Manager,2,Divorced,Income_Cao,10k-15k,19100,7,No,18,3,2,1,10,6,2,Tenure_Gắn bó,7,6,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1232,Department_Sales,Distance_Vừa,3,Marketing,3,Male,96,3,3,JobRole_Sales Executive,2,Married,Income_Cao,5k-10k,5100,0,No,15,3,3,2,12,3,2,Tenure_Lão làng,9,6,9.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1296,Department_Research & Development,Distance_Gần,4,Technical Degree,3,Male,62,3,3,JobRole_Manufacturing Director,2,Single,Income_Cao,5k-10k,18264,0,No,13,3,4,0,17,5,3,Tenure_Lão làng,6,0,13.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,755,Department_Research & Development,Distance_Gần,4,Life Sciences,3,Male,97,2,2,JobRole_Healthcare Representative,2,Single,Income_Cao,5k-10k,19394,9,No,19,3,3,0,10,5,3,Tenure_Mới,1,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,144,Department_Research & Development,Distance_Xa,3,Life Sciences,4,Male,46,1,1,JobRole_Laboratory Technician,3,Single,Income_Trung bình,Upto 5k,19225,0,No,15,3,3,0,6,2,3,Tenure_Gắn bó,4,4,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1276,Department_Research & Development,Distance_Vừa,3,Life Sciences,4,Male,72,3,3,JobRole_Healthcare Representative,3,Married,Income_Cao,5k-10k,14295,4,Yes,12,3,3,0,10,2,3,Tenure_Lão làng,7,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,619,Department_Sales,Distance_Gần,3,Marketing,2,Male,85,3,2,JobRole_Sales Executive,3,Married,Income_Trung bình,Upto 5k,18659,9,No,11,3,3,0,15,2,3,Tenure_Lão làng,9,6,9.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,195,Department_Sales,Distance_Gần,3,Medical,1,Female,80,3,2,JobRole_Sales Executive,3,Single,Income_Trung bình,Upto 5k,6698,1,No,16,3,4,0,5,3,3,Tenure_Gắn bó,4,0,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,538,Department_Research & Development,Distance_Xa,2,Other,1,Male,54,2,2,JobRole_Laboratory Technician,4,Single,Income_Trung bình,Upto 5k,14004,4,No,14,3,4,0,9,3,3,Tenure_Mới,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1017,Department_Research & Development,Distance_Gần,4,Life Sciences,2,Male,82,1,2,JobRole_Research Scientist,4,Single,Income_Cao,5k-10k,19368,1,No,13,3,2,0,17,3,3,Tenure_Lão làng,11,11,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,727,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,41,2,1,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,16900,1,No,18,3,3,2,1,3,3,Tenure_Mới,0,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,1225,Department_Research & Development,Distance_Gần,4,Life Sciences,4,Female,61,3,2,JobRole_Healthcare Representative,1,Divorced,Income_Trung bình,5k-10k,4761,2,No,11,3,1,1,16,2,4,Tenure_Mới,0,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,384,Department_Sales,Distance_Gần,4,Life Sciences,1,Female,72,3,1,JobRole_Sales Representative,4,Married,Income_Thấp,Upto 5k,20317,1,No,16,3,2,1,3,1,2,Tenure_Mới,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1258,Department_Research & Development,Distance_Gần,4,Life Sciences,4,Female,40,4,1,JobRole_Research Scientist,3,Single,Income_Thấp,Upto 5k,13301,3,No,13,3,3,0,7,0,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,950,Department_Research & Development,Distance_Gần,3,Other,3,Male,59,3,3,JobRole_Manufacturing Director,3,Single,Income_Cao,10k-15k,18869,3,No,21,4,2,0,17,3,4,Tenure_Lão làng,5,1,6.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1343,Department_Research & Development,Distance_Xa,1,Medical,3,Female,53,2,1,JobRole_Research Scientist,1,Single,Income_Thấp,Upto 5k,17852,1,No,11,3,4,0,6,3,2,Tenure_Gắn bó,5,1,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,607,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Female,66,2,3,JobRole_Manufacturing Director,3,Married,Income_Cao,10k-15k,23457,1,Yes,20,4,2,1,17,2,3,Tenure_Lão làng,14,5,15.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Frequently,130,Department_Research & Development,Distance_Xa,4,Life Sciences,4,Female,96,3,1,JobRole_Research Scientist,2,Divorced,Income_Thấp,Upto 5k,16612,1,Yes,19,3,1,1,10,3,2,Tenure_Lão làng,2,7,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,672,Department_Research & Development,Distance_Xa,3,Technical Degree,4,Male,78,2,3,JobRole_Manufacturing Director,2,Married,Income_Cao,10k-15k,9129,3,No,16,3,1,0,16,2,3,Tenure_Lão làng,10,4,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1137,Department_Research & Development,Distance_Xa,1,Life Sciences,4,Female,51,3,2,JobRole_Healthcare Representative,4,Married,Income_Trung bình,Upto 5k,19170,1,Yes,25,4,4,1,10,2,1,Tenure_Lão làng,6,0,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1219,Department_Sales,Distance_Vừa,3,Medical,3,Female,86,3,2,JobRole_Sales Executive,3,Married,Income_Trung bình,Upto 5k,6179,1,No,16,3,2,0,5,3,3,Tenure_Gắn bó,2,1,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,882,Department_Sales,Distance_Gần,4,Life Sciences,4,Male,92,3,3,JobRole_Sales Executive,4,Divorced,Income_Cao,5k-10k,6812,6,No,13,3,2,1,12,2,3,Tenure_Lão làng,9,0,8.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,622,Department_Research & Development,Distance_Vừa,4,Other,3,Male,39,2,1,JobRole_Laboratory Technician,2,Divorced,Income_Trung bình,Upto 5k,10074,1,Yes,24,4,4,1,5,2,1,Tenure_Gắn bó,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,583,Department_Research & Development,Distance_Xa,4,Medical,3,Female,57,3,3,JobRole_Healthcare Representative,3,Divorced,Income_Cao,10k-15k,6975,1,Yes,11,3,3,1,16,3,2,Tenure_Lão làng,10,10,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,802,Department_Research & Development,Distance_Gần,3,Other,2,Male,45,3,1,JobRole_Laboratory Technician,4,Divorced,Income_Trung bình,Upto 5k,9541,1,No,20,4,1,1,3,4,2,Tenure_Mới,2,1,2.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,1204,Department_Sales,Distance_Gần,3,Technical Degree,4,Male,86,3,3,JobRole_Sales Executive,1,Single,Income_Cao,5k-10k,10333,0,Yes,22,4,1,0,9,2,3,Tenure_Lão làng,7,4,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,1182,Department_Sales,Distance_Vừa,2,Marketing,4,Male,54,3,2,JobRole_Sales Executive,4,Divorced,Income_Trung bình,Upto 5k,18500,1,No,11,3,4,1,5,3,3,Tenure_Gắn bó,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,528,Department_Human Resources,Distance_Gần,4,Technical Degree,3,Male,100,3,1,JobRole_Human Resources,3,Single,Income_Trung bình,Upto 5k,7108,1,No,17,3,2,0,6,2,1,Tenure_Gắn bó,4,1,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,982,Department_Research & Development,Distance_Gần,4,Medical,4,Male,58,2,1,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,16340,6,No,12,3,2,1,10,2,3,Tenure_Lão làng,0,1,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,819,Department_Research & Development,Distance_Gần,3,Life Sciences,3,Male,44,2,3,JobRole_Manufacturing Director,2,Divorced,Income_Cao,10k-15k,19588,2,No,18,3,2,1,15,2,4,Tenure_Gắn bó,7,6,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,636,Department_Research & Development,Distance_Gần,4,Other,4,Male,47,2,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,26537,1,No,13,3,2,1,2,2,4,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1361,Department_Sales,Distance_Vừa,4,Life Sciences,3,Male,94,3,2,JobRole_Sales Executive,1,Married,Income_Cao,5k-10k,21026,3,Yes,15,3,4,3,15,2,3,Tenure_Gắn bó,7,1,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,1212,Department_Sales,Distance_Gần,2,Marketing,3,Female,78,2,3,JobRole_Sales Executive,4,Married,Income_Cao,10k-15k,13755,4,Yes,11,3,2,1,16,6,2,Tenure_Lão làng,2,4,12.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,735,Department_Research & Development,Distance_Gần,1,Life Sciences,3,Male,66,3,1,JobRole_Research Scientist,3,Married,Income_Thấp,Upto 5k,6020,0,Yes,14,3,4,0,4,3,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,482,Department_Research & Development,Distance_Gần,4,Life Sciences,3,Male,87,3,2,JobRole_Research Scientist,3,Single,Income_Trung bình,Upto 5k,2690,1,Yes,11,3,2,0,9,3,3,Tenure_Lão làng,6,1,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,817,Department_Research & Development,Distance_Gần,3,Medical,4,Female,60,2,2,JobRole_Laboratory Technician,4,Married,Income_Trung bình,5k-10k,10846,0,No,12,3,2,1,10,0,3,Tenure_Lão làng,7,0,0.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Frequently,662,Department_Sales,Distance_Vừa,4,Marketing,4,Female,67,3,2,JobRole_Sales Executive,3,Married,Income_Trung bình,Upto 5k,23288,0,Yes,18,3,3,1,5,0,2,Tenure_Gắn bó,2,3,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,200,Department_Research & Development,Distance_Vừa,2,Life Sciences,3,Male,60,3,3,JobRole_Manufacturing Director,4,Single,Income_Cao,5k-10k,19944,2,No,11,3,3,0,10,2,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,660,Department_Sales,Distance_Gần,1,Life Sciences,4,Male,76,3,1,JobRole_Sales Representative,3,Married,Income_Thấp,Upto 5k,16192,1,No,13,3,1,1,1,3,3,Tenure_Mới,0,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1029,Department_Research & Development,Distance_Vừa,3,Life Sciences,4,Female,91,2,3,JobRole_Healthcare Representative,2,Single,Income_Cao,5k-10k,21195,1,No,19,3,4,0,11,3,1,Tenure_Lão làng,8,3,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1402,Department_Sales,Distance_Xa,4,Life Sciences,2,Female,98,2,1,JobRole_Sales Representative,3,Married,Income_Thấp,Upto 5k,26204,0,No,23,4,1,2,6,5,3,Tenure_Gắn bó,3,4,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,992,Department_Research & Development,Distance_Gần,3,Medical,4,Male,68,2,1,JobRole_Laboratory Technician,1,Single,Income_Thấp,Upto 5k,21731,1,No,19,3,2,0,3,3,3,Tenure_Mới,0,1,2.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,104,Department_Research & Development,Distance_Gần,3,Life Sciences,1,Female,69,3,1,JobRole_Laboratory Technician,1,Divorced,Income_Thấp,Upto 5k,26619,1,Yes,12,3,4,1,1,2,3,Tenure_Mới,0,0,0.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,670,Department_Research & Development,Distance_Gần,4,Medical,1,Female,51,3,2,JobRole_Healthcare Representative,3,Single,Income_Trung bình,5k-10k,4223,3,Yes,16,3,3,0,10,4,3,Tenure_Gắn bó,2,0,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,750,Department_Research & Development,Distance_Xa,3,Life Sciences,2,Male,46,4,2,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,25348,1,No,17,3,4,2,10,3,2,Tenure_Lão làng,9,6,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1349,Department_Research & Development,Distance_Gần,2,Life Sciences,3,Male,63,2,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,7713,1,No,18,3,4,1,1,5,2,Tenure_Mới,0,0,1.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,819,Department_Research & Development,Distance_Vừa,5,Life Sciences,2,Male,48,4,2,JobRole_Research Scientist,1,Married,Income_Trung bình,5k-10k,26312,1,No,11,3,4,0,16,2,3,Tenure_Lão làng,15,1,10.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,208,Department_Research & Development,Distance_Gần,4,Life Sciences,3,Female,52,3,2,JobRole_Healthcare Representative,3,Married,Income_Trung bình,Upto 5k,12250,1,No,12,3,4,1,15,5,3,Tenure_Lão làng,11,2,9.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,737,Department_Sales,Distance_Gần,3,Medical,4,Male,55,2,3,JobRole_Sales Executive,1,Married,Income_Cao,10k-15k,21530,9,No,17,3,3,0,15,3,3,Tenure_Lão làng,12,6,0.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,763,Department_Sales,Distance_Vừa,2,Medical,1,Male,59,1,2,JobRole_Sales Executive,4,Divorced,Income_Trung bình,5k-10k,22098,6,Yes,14,3,4,2,7,2,2,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Frequently,880,Department_Sales,Distance_Vừa,4,Other,4,Male,36,3,2,JobRole_Sales Executive,4,Single,Income_Trung bình,Upto 5k,10414,3,Yes,24,4,1,0,13,2,4,Tenure_Lão làng,9,6,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,146,Department_Research & Development,Distance_Gần,4,Medical,1,Male,79,2,1,JobRole_Research Scientist,4,Single,Income_Trung bình,Upto 5k,13970,0,Yes,14,3,3,0,6,2,4,Tenure_Gắn bó,4,1,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1370,Department_Research & Development,Distance_Xa,4,Life Sciences,4,Male,49,3,2,JobRole_Manufacturing Director,3,Married,Income_Cao,5k-10k,5151,2,No,16,3,2,1,17,3,3,Tenure_Gắn bó,7,0,7.0
Age_Trung niên,26-35,Status_Leave,BusinessTravel_Travel_Rarely,303,Department_Sales,Distance_Xa,3,Life Sciences,3,Male,84,3,2,JobRole_Sales Executive,4,Single,Income_Trung bình,5k-10k,13492,1,Yes,18,3,4,0,10,2,3,Tenure_Lão làng,7,7,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Non-Travel,1180,Department_Research & Development,Distance_Gần,2,Medical,2,Male,90,3,2,JobRole_Manufacturing Director,4,Divorced,Income_Trung bình,5k-10k,24442,2,No,14,3,3,1,15,6,3,Tenure_Gắn bó,7,1,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,185,Department_Research & Development,Distance_Xa,4,Medical,2,Male,91,1,1,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,9696,0,No,16,3,2,1,6,2,4,Tenure_Gắn bó,4,0,3.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,219,Department_Research & Development,Distance_Vừa,2,Other,4,Female,44,2,2,JobRole_Manufacturing Director,2,Married,Income_Trung bình,Upto 5k,25388,0,Yes,11,3,4,0,4,2,3,Tenure_Mới,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,682,Department_Sales,Distance_Vừa,4,Medical,2,Male,71,3,2,JobRole_Sales Executive,1,Married,Income_Trung bình,5k-10k,15975,0,No,16,3,4,1,6,2,1,Tenure_Gắn bó,3,0,4.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1224,Department_Sales,Distance_Gần,4,Life Sciences,3,Female,55,3,2,JobRole_Sales Executive,4,Married,Income_Trung bình,5k-10k,13586,1,Yes,11,3,4,0,10,2,3,Tenure_Lão làng,8,0,9.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_TravelRarely,1490,Department_Research & Development,Distance_Vừa,4,Medical,4,Male,43,3,1,JobRole_Laboratory Technician,3,Married,Income_Thấp,Upto 5k,20232,7,Yes,11,3,3,1,5,3,3,Tenure_Mới,2,2,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1395,Department_Research & Development,Distance_Gần,4,Medical,2,Male,48,3,2,JobRole_Research Scientist,3,Single,Income_Trung bình,5k-10k,18698,1,No,19,3,2,0,10,5,3,Tenure_Lão làng,7,0,8.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,1146,Department_Human Resources,Distance_Xa,4,Life Sciences,3,Female,31,3,3,JobRole_Human Resources,4,Single,Income_Cao,5k-10k,16642,1,Yes,16,3,3,0,9,2,3,Tenure_Lão làng,0,1,7.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Frequently,1199,Department_Research & Development,Distance_Vừa,4,Life Sciences,3,Male,80,3,2,JobRole_Healthcare Representative,3,Married,Income_Trung bình,5k-10k,24594,1,Yes,14,3,4,2,10,2,4,Tenure_Lão làng,2,0,2.0
Age_Trung niên,26-35,Status_Stay,BusinessTravel_Travel_Rarely,287,Department_Research & Development,Distance_Gần,4,Life Sciences,3,Female,62,1,1,JobRole_Research Scientist,4,Married,Income_Thấp,Upto 5k,8952,1,No,12,3,4,1,4,5,3,Tenure_Gắn bó,3,1,1.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,1299,Department_Research & Development,Distance_Xa,3,Medical,3,Male,94,3,2,JobRole_Healthcare Representative,3,Married,Income_Trung bình,5k-10k,16577,6,No,13,3,2,2,17,3,2,Tenure_Gắn bó,7,7,7.0
Age_Trung niên,36-45,Status_Leave,BusinessTravel_Travel_Rarely,1218,Department_Sales,Distance_Gần,4,Life Sciences,3,Male,82,2,1,JobRole_Sales Representative,1,Single,Income_Thấp,Upto 5k,6986,7,No,23,4,2,0,10,4,3,Tenure_Gắn bó,3,0,3.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,852,Department_Research & Development,Distance_Gần,4,Life Sciences,2,Female,82,2,1,JobRole_Research Scientist,1,Married,Income_Thấp,Upto 5k,13072,9,Yes,14,3,4,1,6,3,4,Tenure_Mới,1,0,0.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,1223,Department_Research & Development,Distance_Gần,3,Technical Degree,3,Female,59,3,3,JobRole_Healthcare Representative,3,Divorced,Income_Cao,10k-15k,8202,1,No,13,3,2,3,17,2,3,Tenure_Lão làng,14,12,8.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Frequently,1195,Department_Research & Development,Distance_Vừa,3,Life Sciences,2,Male,95,2,2,JobRole_Manufacturing Director,2,Single,Income_Trung bình,5k-10k,22656,1,No,13,3,3,0,6,3,3,Tenure_Gắn bó,5,0,3.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Frequently,1467,Department_Sales,Distance_Vừa,2,Technical Degree,2,Female,92,3,3,JobRole_Sales Executive,4,Married,Income_Cao,5k-10k,22952,0,No,14,3,3,1,10,6,3,Tenure_Lão làng,7,2,8.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,922,Department_Research & Development,Distance_Gần,2,Life Sciences,1,Female,39,3,1,JobRole_Laboratory Technician,4,Divorced,Income_Thấp,Upto 5k,2561,5,No,22,4,1,1,7,2,3,Tenure_Mới,0,0,0.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,216,Department_Research & Development,Distance_Gần,2,Medical,2,Male,84,3,2,JobRole_Manufacturing Director,2,Divorced,Income_Trung bình,Upto 5k,2819,6,No,20,4,4,2,7,0,3,Tenure_Mới,2,0,1.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Frequently,1480,Department_Research & Development,Distance_Gần,2,Medical,4,Male,30,3,1,JobRole_Laboratory Technician,2,Single,Income_Thấp,Upto 5k,15062,4,No,12,3,3,0,13,3,2,Tenure_Lão làng,7,7,2.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,1396,Department_Research & Development,Distance_Gần,2,Life Sciences,4,Male,62,3,2,JobRole_Laboratory Technician,2,Single,Income_Trung bình,5k-10k,9945,8,No,16,3,4,0,16,3,4,Tenure_Lão làng,11,3,7.0
Age_Trung niên,36-45,Status_Stay,BusinessTravel_Travel_Rarely,1403,Department_Research & Development,Distance_Gần,3,Life Sciences,4,Male,47,3,1,JobRole_Laboratory Technician,4,Married,Income_Thấp,Upto 5k,20251,0,No,11,3,3,1,16,4,3,Tenure_Lão làng,13,10,11.0
